date,facility_id,medication_id,category,regime,demand_units,stock_on_hand,closing_stock,units_received,lead_time_days,procurement_cycle_days,supplier_stockout,expiry_date,seasonal_mult,dow,month,year,unmet_demand_today,stockout_flag,unmet_demand
2022-07-29,F001,M005,Antibiotic,stable,47,1097,1050,0,12,63,0,2023-09-02,1.15,4,7,2022,0,0,0
2022-07-30,F001,M005,Antibiotic,stable,14,1050,1036,0,11,77,1,2024-07-07,1.15,5,7,2022,0,0,0
2022-07-31,F001,M005,Antibiotic,stable,11,1036,1025,0,16,75,0,2023-08-05,1.15,6,7,2022,0,0,0
2022-08-01,F001,M005,Antibiotic,stable,36,1025,989,0,9,77,0,2023-12-12,1.1,0,8,2022,0,0,0
2022-08-02,F001,M005,Antibiotic,stable,52,989,937,0,23,74,0,2023-11-18,1.1,1,8,2022,0,0,0
2022-08-03,F001,M005,Antibiotic,stable,33,937,904,0,16,65,0,2024-03-10,1.1,2,8,2022,0,0,0
2022-08-04,F001,M005,Antibiotic,stable,38,904,866,0,10,83,0,2023-11-25,1.1,3,8,2022,0,0,0
2022-08-05,F001,M005,Antibiotic,stable,32,866,834,0,14,80,0,2024-03-02,1.1,4,8,2022,0,0,0
2022-08-06,F001,M005,Antibiotic,stable,19,834,815,0,15,73,0,2023-10-24,1.1,5,8,2022,0,0,0
2022-08-07,F001,M005,Antibiotic,stable,17,815,798,0,24,73,0,2023-03-31,1.1,6,8,2022,0,0,0
2022-08-08,F001,M005,Antibiotic,stable,28,798,770,0,13,79,0,2024-03-31,1.1,0,8,2022,0,0,0
2022-08-09,F001,M005,Antibiotic,stable,35,770,735,0,13,84,0,2024-07-05,1.1,1,8,2022,0,0,0
2022-08-10,F001,M005,Antibiotic,stable,45,735,690,0,20,72,0,2023-06-02,1.1,2,8,2022,0,0,0
2022-08-11,F001,M005,Antibiotic,stable,32,690,658,0,16,82,0,2022-12-28,1.1,3,8,2022,0,0,0
2022-08-12,F001,M005,Antibiotic,stable,33,658,625,0,11,78,0,2024-01-28,1.1,4,8,2022,0,0,0
2022-08-13,F001,M005,Antibiotic,stable,21,625,604,0,17,88,0,2024-01-30,1.1,5,8,2022,0,0,0
2022-08-14,F001,M005,Antibiotic,stable,10,604,594,0,15,72,0,2023-01-30,1.1,6,8,2022,0,0,0
2022-08-15,F001,M005,Antibiotic,stable,45,594,549,0,25,81,0,2024-03-17,1.1,0,8,2022,0,0,0
2022-08-16,F001,M005,Antibiotic,stable,40,549,509,0,26,84,0,2024-04-24,1.1,1,8,2022,0,0,0
2022-08-17,F001,M005,Antibiotic,stable,41,509,468,0,21,75,0,2024-03-27,1.1,2,8,2022,0,0,0
2022-08-18,F001,M005,Antibiotic,stable,45,468,423,0,20,64,0,2024-01-01,1.1,3,8,2022,0,0,0
2022-08-19,F001,M005,Antibiotic,stable,34,423,389,0,24,81,0,2023-10-26,1.1,4,8,2022,0,0,0
2022-08-20,F001,M005,Antibiotic,stable,14,389,375,0,12,66,0,2023-11-20,1.1,5,8,2022,0,0,0
2022-08-21,F001,M005,Antibiotic,surge,20,375,355,0,13,69,0,2024-08-03,1.1,6,8,2022,0,0,0
2022-08-22,F001,M005,Antibiotic,surge,59,355,296,0,15,75,0,2024-07-07,1.1,0,8,2022,0,0,0
2022-08-23,F001,M005,Antibiotic,surge,64,296,232,0,9,75,0,2024-05-01,1.1,1,8,2022,0,0,0
2022-08-24,F001,M005,Antibiotic,surge,80,232,152,0,24,72,0,2022-09-24,1.1,2,8,2022,0,0,0
2022-08-25,F001,M005,Antibiotic,surge,63,152,1821,1732,20,68,0,2022-12-21,1.1,3,8,2022,0,0,0
2022-08-26,F001,M005,Antibiotic,surge,75,1821,1746,0,15,77,0,2024-08-19,1.1,4,8,2022,0,0,0
2022-08-27,F001,M005,Antibiotic,stable,7,1746,1739,0,10,80,0,2023-01-27,1.1,5,8,2022,0,0,0
2022-08-28,F001,M005,Antibiotic,stable,12,1739,1727,0,12,83,0,2023-04-12,1.1,6,8,2022,0,0,0
2022-08-29,F001,M005,Antibiotic,stable,38,1727,1689,0,18,77,0,2022-10-04,1.1,0,8,2022,0,0,0
2022-08-30,F001,M005,Antibiotic,stable,28,1689,1661,0,24,76,0,2022-12-02,1.1,1,8,2022,0,0,0
2022-08-31,F001,M005,Antibiotic,stable,45,1661,1616,0,24,68,0,2022-12-24,1.1,2,8,2022,0,0,0
2022-09-01,F001,M005,Antibiotic,stable,45,1616,1571,0,19,63,0,2023-03-10,1.1,3,9,2022,0,0,0
2022-09-02,F001,M005,Antibiotic,stable,46,1571,1525,0,21,67,0,2024-03-30,1.1,4,9,2022,0,0,0
2022-09-03,F001,M005,Antibiotic,stable,20,1525,1505,0,14,71,0,2022-11-03,1.1,5,9,2022,0,0,0
2022-09-04,F001,M005,Antibiotic,stable,9,1505,1496,0,19,63,0,2024-03-17,1.1,6,9,2022,0,0,0
2022-09-05,F001,M005,Antibiotic,stable,37,1496,1459,0,18,76,0,2024-01-12,1.1,0,9,2022,0,0,0
2022-09-06,F001,M005,Antibiotic,stable,31,1459,1428,0,11,74,0,2023-01-22,1.1,1,9,2022,0,0,0
2022-09-07,F001,M005,Antibiotic,stable,33,1428,1395,0,13,66,0,2024-07-22,1.1,2,9,2022,0,0,0
2022-09-08,F001,M005,Antibiotic,stable,43,1395,1352,0,22,77,0,2024-01-11,1.1,3,9,2022,0,0,0
2022-09-09,F001,M005,Antibiotic,stable,47,1352,1305,0,13,64,0,2023-10-02,1.1,4,9,2022,0,0,0
2022-09-10,F001,M005,Antibiotic,stable,26,1305,1279,0,24,79,0,2023-09-24,1.1,5,9,2022,0,0,0
2022-09-11,F001,M005,Antibiotic,stable,11,1279,1268,0,12,71,0,2023-03-12,1.1,6,9,2022,0,0,0
2022-09-12,F001,M005,Antibiotic,stable,49,1268,1219,0,22,65,0,2024-03-30,1.1,0,9,2022,0,0,0
2022-09-13,F001,M005,Antibiotic,stable,49,1219,1170,0,18,72,0,2024-03-21,1.1,1,9,2022,0,0,0
2022-09-14,F001,M005,Antibiotic,stable,25,1170,1145,0,23,67,0,2023-03-02,1.1,2,9,2022,0,0,0
2022-09-15,F001,M005,Antibiotic,stable,36,1145,1109,0,16,81,0,2023-03-19,1.1,3,9,2022,0,0,0
2022-09-16,F001,M005,Antibiotic,stable,36,1109,1073,0,10,67,0,2024-04-21,1.1,4,9,2022,0,0,0
2022-09-17,F001,M005,Antibiotic,stable,19,1073,1054,0,26,84,0,2024-02-06,1.1,5,9,2022,0,0,0
2022-09-18,F001,M005,Antibiotic,stable,18,1054,1036,0,21,74,0,2024-05-22,1.1,6,9,2022,0,0,0
2022-09-19,F001,M005,Antibiotic,stable,42,1036,994,0,18,80,0,2024-04-08,1.1,0,9,2022,0,0,0
2022-09-20,F001,M005,Antibiotic,stable,28,994,966,0,29,82,0,2024-02-08,1.1,1,9,2022,0,0,0
2022-09-21,F001,M005,Antibiotic,stable,38,966,928,0,14,75,0,2023-11-05,1.1,2,9,2022,0,0,0
2022-09-22,F001,M005,Antibiotic,stable,37,928,891,0,14,70,0,2023-01-12,1.1,3,9,2022,0,0,0
2022-09-23,F001,M005,Antibiotic,stable,49,891,842,0,22,70,0,2024-03-10,1.1,4,9,2022,0,0,0
2022-09-24,F001,M005,Antibiotic,stable,29,842,813,0,19,68,0,2023-06-18,1.1,5,9,2022,0,0,0
2022-09-25,F001,M005,Antibiotic,stable,10,813,803,0,14,77,0,2023-10-17,1.1,6,9,2022,0,0,0
2022-09-26,F001,M005,Antibiotic,stable,48,803,755,0,21,78,0,2023-08-17,1.1,0,9,2022,0,0,0
2022-09-27,F001,M005,Antibiotic,stable,27,755,728,0,23,67,0,2023-09-24,1.1,1,9,2022,0,0,0
2022-09-28,F001,M005,Antibiotic,stable,35,728,693,0,18,73,0,2023-08-24,1.1,2,9,2022,0,0,0
2022-09-29,F001,M005,Antibiotic,stable,41,693,652,0,13,74,0,2024-08-25,1.1,3,9,2022,0,0,0
2022-09-30,F001,M005,Antibiotic,stable,42,652,610,0,22,71,0,2023-11-20,1.1,4,9,2022,0,0,0
2022-10-01,F001,M005,Antibiotic,stable,18,610,592,0,12,78,0,2023-12-07,1.2,5,10,2022,0,0,0
2022-10-02,F001,M005,Antibiotic,stable,10,592,582,0,16,77,0,2023-08-08,1.2,6,10,2022,0,0,0
2022-10-03,F001,M005,Antibiotic,stable,48,582,534,0,19,71,0,2023-08-31,1.2,0,10,2022,0,0,0
2022-10-04,F001,M005,Antibiotic,stable,49,534,485,0,22,70,0,2024-07-04,1.2,1,10,2022,0,0,0
2022-10-05,F001,M005,Antibiotic,stable,35,485,2182,1732,11,76,0,2023-03-20,1.2,2,10,2022,0,0,0
2022-10-06,F001,M005,Antibiotic,stable,43,2182,2139,0,22,79,0,2024-01-01,1.2,3,10,2022,0,0,0
2022-10-07,F001,M005,Antibiotic,stable,50,2139,2089,0,22,83,0,2023-09-03,1.2,4,10,2022,0,0,0
2022-10-08,F001,M005,Antibiotic,stable,20,2089,2069,0,11,64,0,2022-12-06,1.2,5,10,2022,0,0,0
2022-10-09,F001,M005,Antibiotic,stable,18,2069,2051,0,22,74,0,2023-05-30,1.2,6,10,2022,0,0,0
2022-10-10,F001,M005,Antibiotic,stable,51,2051,2000,0,19,70,0,2022-11-11,1.2,0,10,2022,0,0,0
2022-10-11,F001,M005,Antibiotic,stable,42,2000,1958,0,22,66,0,2022-11-20,1.2,1,10,2022,0,0,0
2022-10-12,F001,M005,Antibiotic,stable,45,1958,1913,0,23,68,0,2024-05-28,1.2,2,10,2022,0,0,0
2022-10-13,F001,M005,Antibiotic,stable,25,1913,1888,0,17,66,0,2023-08-21,1.2,3,10,2022,0,0,0
2022-10-14,F001,M005,Antibiotic,stable,35,1888,1853,0,16,77,0,2023-08-28,1.2,4,10,2022,0,0,0
2022-10-15,F001,M005,Antibiotic,stable,23,1853,1830,0,15,77,0,2024-01-22,1.2,5,10,2022,0,0,0
2022-10-16,F001,M005,Antibiotic,stable,10,1830,1820,0,17,78,0,2024-03-14,1.2,6,10,2022,0,0,0
2022-10-17,F001,M005,Antibiotic,stable,48,1820,1772,0,19,76,0,2023-11-24,1.2,0,10,2022,0,0,0
2022-10-18,F001,M005,Antibiotic,stable,36,1772,1736,0,20,73,0,2023-10-24,1.2,1,10,2022,0,0,0
2022-10-19,F001,M005,Antibiotic,stable,49,1736,1687,0,20,73,0,2023-08-28,1.2,2,10,2022,0,0,0
2022-10-20,F001,M005,Antibiotic,stable,49,1687,1638,0,13,77,0,2023-05-22,1.2,3,10,2022,0,0,0
2022-10-21,F001,M005,Antibiotic,stable,40,1638,1598,0,27,77,0,2024-05-08,1.2,4,10,2022,0,0,0
2022-10-22,F001,M005,Antibiotic,stable,25,1598,1573,0,17,65,0,2024-05-12,1.2,5,10,2022,0,0,0
2022-10-23,F001,M005,Antibiotic,stable,12,1573,1561,0,13,79,0,2023-05-18,1.2,6,10,2022,0,0,0
2022-10-24,F001,M005,Antibiotic,surge,85,1561,1476,0,14,71,0,2023-06-10,1.2,0,10,2022,0,0,0
2022-10-25,F001,M005,Antibiotic,surge,79,1476,1397,0,19,75,0,2022-12-16,1.2,1,10,2022,0,0,0
2022-10-26,F001,M005,Antibiotic,surge,72,1397,1325,0,28,73,0,2024-05-06,1.2,2,10,2022,0,0,0
2022-10-27,F001,M005,Antibiotic,surge,76,1325,1249,0,12,76,1,2023-09-22,1.2,3,10,2022,0,0,0
2022-10-28,F001,M005,Antibiotic,surge,73,1249,1176,0,16,67,0,2024-05-25,1.2,4,10,2022,0,0,0
2022-10-29,F001,M005,Antibiotic,surge,45,1176,1131,0,24,61,0,2023-01-08,1.2,5,10,2022,0,0,0
2022-10-30,F001,M005,Antibiotic,surge,28,1131,1103,0,18,81,0,2023-08-07,1.2,6,10,2022,0,0,0
2022-10-31,F001,M005,Antibiotic,surge,76,1103,1027,0,18,63,0,2023-08-30,1.2,0,10,2022,0,0,0
2022-11-01,F001,M005,Antibiotic,surge,74,1027,953,0,27,75,0,2024-05-29,1.3,1,11,2022,0,0,0
2022-11-02,F001,M005,Antibiotic,surge,87,953,866,0,20,70,0,2023-04-24,1.3,2,11,2022,0,0,0
2022-11-03,F001,M005,Antibiotic,surge,99,866,767,0,14,77,0,2023-10-02,1.3,3,11,2022,0,0,0
2022-11-04,F001,M005,Antibiotic,surge,95,767,672,0,21,74,0,2022-12-11,1.3,4,11,2022,0,0,0
2022-11-05,F001,M005,Antibiotic,surge,48,672,624,0,8,67,1,2023-05-31,1.3,5,11,2022,0,0,0
2022-11-06,F001,M005,Antibiotic,surge,25,624,599,0,13,75,0,2023-06-27,1.3,6,11,2022,0,0,0
2022-11-07,F001,M005,Antibiotic,surge,78,599,521,0,14,72,0,2023-09-03,1.3,0,11,2022,0,0,0
2022-11-08,F001,M005,Antibiotic,surge,81,521,440,0,28,75,0,2024-05-24,1.3,1,11,2022,0,0,0
2022-11-09,F001,M005,Antibiotic,surge,77,440,363,0,13,80,0,2024-03-26,1.3,2,11,2022,0,0,0
2022-11-10,F001,M005,Antibiotic,surge,84,363,279,0,22,65,0,2023-12-09,1.3,3,11,2022,0,0,0
2022-11-11,F001,M005,Antibiotic,surge,92,279,187,0,18,80,0,2023-01-18,1.3,4,11,2022,0,0,0
2022-11-12,F001,M005,Antibiotic,surge,55,187,132,0,23,73,0,2023-07-31,1.3,5,11,2022,0,0,0
2022-11-13,F001,M005,Antibiotic,surge,24,132,108,0,22,71,0,2023-08-17,1.3,6,11,2022,0,0,0
2022-11-14,F001,M005,Antibiotic,surge,81,108,27,0,21,77,0,2023-11-16,1.3,0,11,2022,0,0,0
2022-11-15,F001,M005,Antibiotic,surge,72,27,0,0,25,74,0,2023-04-03,1.3,1,11,2022,45,1,45
2022-11-16,F001,M005,Antibiotic,surge,90,0,0,0,21,77,1,2024-05-18,1.3,2,11,2022,90,1,90
2022-11-17,F001,M005,Antibiotic,surge,83,0,0,0,10,69,0,2023-07-25,1.3,3,11,2022,83,1,83
2022-11-18,F001,M005,Antibiotic,surge,80,0,1810,1890,20,79,0,2024-01-15,1.3,4,11,2022,0,0,0
2022-11-19,F001,M005,Antibiotic,surge,41,1810,1769,0,14,76,0,2023-02-12,1.3,5,11,2022,0,0,0
2022-11-20,F001,M005,Antibiotic,surge,23,1769,1746,0,19,77,0,2023-06-24,1.3,6,11,2022,0,0,0
2022-11-21,F001,M005,Antibiotic,surge,83,1746,1663,0,21,68,0,2024-10-22,1.3,0,11,2022,0,0,0
2022-11-22,F001,M005,Antibiotic,surge,84,1663,1579,0,27,70,0,2023-03-08,1.3,1,11,2022,0,0,0
2022-11-23,F001,M005,Antibiotic,surge,94,1579,1485,0,16,86,0,2023-06-25,1.3,2,11,2022,0,0,0
2022-11-24,F001,M005,Antibiotic,surge,77,1485,1408,0,17,84,0,2024-10-01,1.3,3,11,2022,0,0,0
2022-11-25,F001,M005,Antibiotic,surge,84,1408,1324,0,19,72,0,2024-08-01,1.3,4,11,2022,0,0,0
2022-11-26,F001,M005,Antibiotic,surge,49,1324,1275,0,17,70,0,2023-09-02,1.3,5,11,2022,0,0,0
2022-11-27,F001,M005,Antibiotic,surge,32,1275,1243,0,16,79,0,2024-07-21,1.3,6,11,2022,0,0,0
2022-11-28,F001,M005,Antibiotic,surge,83,1243,1160,0,20,80,0,2023-11-13,1.3,0,11,2022,0,0,0
2022-11-29,F001,M005,Antibiotic,surge,88,1160,1072,0,11,70,1,2023-12-20,1.3,1,11,2022,0,0,0
2022-11-30,F001,M005,Antibiotic,surge,80,1072,992,0,19,68,0,2023-05-10,1.3,2,11,2022,0,0,0
2022-12-01,F001,M005,Antibiotic,surge,84,992,908,0,16,78,0,2023-12-28,1.25,3,12,2022,0,0,0
2022-12-02,F001,M005,Antibiotic,surge,93,908,815,0,17,70,1,2024-11-16,1.25,4,12,2022,0,0,0
2022-12-03,F001,M005,Antibiotic,stable,28,815,787,0,15,70,0,2023-09-04,1.25,5,12,2022,0,0,0
2022-12-04,F001,M005,Antibiotic,stable,20,787,767,0,14,84,0,2023-07-27,1.25,6,12,2022,0,0,0
2022-12-05,F001,M005,Antibiotic,stable,44,767,723,0,18,77,0,2024-10-09,1.25,0,12,2022,0,0,0
2022-12-06,F001,M005,Antibiotic,stable,45,723,678,0,16,78,0,2023-08-12,1.25,1,12,2022,0,0,0
2022-12-07,F001,M005,Antibiotic,stable,48,678,630,0,26,72,0,2024-01-29,1.25,2,12,2022,0,0,0
2022-12-08,F001,M005,Antibiotic,stable,33,630,597,0,9,80,0,2023-02-11,1.25,3,12,2022,0,0,0
2022-12-09,F001,M005,Antibiotic,stable,44,597,553,0,13,83,0,2023-01-12,1.25,4,12,2022,0,0,0
2022-12-10,F001,M005,Antibiotic,stable,25,553,528,0,23,77,0,2024-04-24,1.25,5,12,2022,0,0,0
2022-12-11,F001,M005,Antibiotic,stable,15,528,513,0,18,81,0,2023-09-12,1.25,6,12,2022,0,0,0
2022-12-12,F001,M005,Antibiotic,stable,44,513,469,0,14,73,0,2023-03-29,1.25,0,12,2022,0,0,0
2022-12-13,F001,M005,Antibiotic,stable,52,469,417,0,14,85,0,2024-09-02,1.25,1,12,2022,0,0,0
2022-12-14,F001,M005,Antibiotic,stable,44,417,373,0,18,77,0,2024-11-06,1.25,2,12,2022,0,0,0
2022-12-15,F001,M005,Antibiotic,stable,46,373,327,0,21,72,0,2023-04-06,1.25,3,12,2022,0,0,0
2022-12-16,F001,M005,Antibiotic,stable,43,327,284,0,25,72,0,2023-03-10,1.25,4,12,2022,0,0,0
2022-12-17,F001,M005,Antibiotic,stable,25,284,259,0,10,80,0,2024-02-25,1.25,5,12,2022,0,0,0
2022-12-18,F001,M005,Antibiotic,stable,8,259,251,0,18,74,0,2023-08-22,1.25,6,12,2022,0,0,0
2022-12-19,F001,M005,Antibiotic,stable,35,251,216,0,16,67,0,2023-05-13,1.25,0,12,2022,0,0,0
2022-12-20,F001,M005,Antibiotic,stable,51,216,165,0,17,76,0,2023-08-15,1.25,1,12,2022,0,0,0
2022-12-21,F001,M005,Antibiotic,stable,42,165,2170,2047,14,67,0,2024-06-15,1.25,2,12,2022,0,0,0
2022-12-22,F001,M005,Antibiotic,stable,37,2170,2133,0,12,84,0,2024-07-24,1.25,3,12,2022,0,0,0
2022-12-23,F001,M005,Antibiotic,stable,47,2133,2086,0,14,66,0,2023-10-25,1.25,4,12,2022,0,0,0
2022-12-24,F001,M005,Antibiotic,stable,25,2086,2061,0,20,78,0,2024-01-05,1.25,5,12,2022,0,0,0
2022-12-25,F001,M005,Antibiotic,stable,11,2061,2050,0,10,78,0,2023-01-24,1.25,6,12,2022,0,0,0
2022-12-26,F001,M005,Antibiotic,stable,46,2050,2004,0,15,73,0,2024-03-17,1.25,0,12,2022,0,0,0
2022-12-27,F001,M005,Antibiotic,stable,52,2004,1952,0,21,81,0,2024-02-18,1.25,1,12,2022,0,0,0
2022-12-28,F001,M005,Antibiotic,stable,46,1952,1906,0,12,72,0,2024-01-27,1.25,2,12,2022,0,0,0
2022-12-29,F001,M005,Antibiotic,stable,30,1906,1876,0,12,72,0,2024-01-16,1.25,3,12,2022,0,0,0
2022-12-30,F001,M005,Antibiotic,stable,44,1876,1832,0,15,63,0,2024-04-25,1.25,4,12,2022,0,0,0
2022-12-31,F001,M005,Antibiotic,stable,26,1832,1806,0,15,66,0,2024-11-01,1.25,5,12,2022,0,0,0
2023-01-01,F001,M005,Antibiotic,stable,12,1806,1794,0,18,83,0,2023-03-12,1.0,6,1,2023,0,0,0
2023-01-02,F001,M005,Antibiotic,stable,30,1794,1764,0,14,75,0,2024-08-12,1.0,0,1,2023,0,0,0
2023-01-03,F001,M005,Antibiotic,stable,34,1764,1730,0,22,74,0,2024-10-08,1.0,1,1,2023,0,0,0
2023-01-04,F001,M005,Antibiotic,stable,27,1730,1703,0,25,80,0,2024-05-29,1.0,2,1,2023,0,0,0
2023-01-05,F001,M005,Antibiotic,stable,46,1703,1657,0,8,81,0,2023-05-27,1.0,3,1,2023,0,0,0
2023-01-06,F001,M005,Antibiotic,stable,35,1657,1622,0,17,77,0,2024-08-04,1.0,4,1,2023,0,0,0
2023-01-07,F001,M005,Antibiotic,stable,19,1622,1603,0,18,74,0,2023-06-29,1.0,5,1,2023,0,0,0
2023-01-08,F001,M005,Antibiotic,stable,13,1603,1590,0,13,86,0,2023-05-06,1.0,6,1,2023,0,0,0
2023-01-09,F001,M005,Antibiotic,stable,29,1590,1561,0,11,85,0,2023-03-26,1.0,0,1,2023,0,0,0
2023-01-10,F001,M005,Antibiotic,stable,35,1561,1526,0,16,70,0,2024-06-27,1.0,1,1,2023,0,0,0
2023-01-11,F001,M005,Antibiotic,stable,45,1526,1481,0,14,80,0,2023-11-02,1.0,2,1,2023,0,0,0
2023-01-12,F001,M005,Antibiotic,stable,43,1481,1438,0,17,74,0,2023-05-11,1.0,3,1,2023,0,0,0
2023-01-13,F001,M005,Antibiotic,stable,43,1438,1395,0,17,81,0,2023-06-30,1.0,4,1,2023,0,0,0
2023-01-14,F001,M005,Antibiotic,stable,21,1395,1374,0,13,64,0,2024-08-11,1.0,5,1,2023,0,0,0
2023-01-15,F001,M005,Antibiotic,stable,17,1374,1357,0,15,68,0,2024-09-30,1.0,6,1,2023,0,0,0
2023-01-16,F001,M005,Antibiotic,stable,50,1357,1307,0,12,76,0,2023-10-16,1.0,0,1,2023,0,0,0
2023-01-17,F001,M005,Antibiotic,stable,26,1307,1281,0,14,84,0,2024-08-01,1.0,1,1,2023,0,0,0
2023-01-18,F001,M005,Antibiotic,stable,31,1281,1250,0,15,65,0,2023-05-19,1.0,2,1,2023,0,0,0
2023-01-19,F001,M005,Antibiotic,stable,32,1250,1218,0,14,68,0,2024-08-03,1.0,3,1,2023,0,0,0
2023-01-20,F001,M005,Antibiotic,stable,41,1218,1177,0,16,63,0,2023-04-16,1.0,4,1,2023,0,0,0
2023-01-21,F001,M005,Antibiotic,surge,23,1177,1154,0,16,78,0,2023-05-29,1.0,5,1,2023,0,0,0
2023-01-22,F001,M005,Antibiotic,surge,13,1154,1141,0,13,85,0,2023-04-30,1.0,6,1,2023,0,0,0
2023-01-23,F001,M005,Antibiotic,surge,70,1141,1071,0,14,72,0,2023-08-28,1.0,0,1,2023,0,0,0
2023-01-24,F001,M005,Antibiotic,surge,59,1071,1012,0,22,78,0,2024-02-23,1.0,1,1,2023,0,0,0
2023-01-25,F001,M005,Antibiotic,surge,61,1012,951,0,12,67,0,2024-07-20,1.0,2,1,2023,0,0,0
2023-01-26,F001,M005,Antibiotic,surge,66,951,885,0,17,81,0,2023-11-20,1.0,3,1,2023,0,0,0
2023-01-27,F001,M005,Antibiotic,surge,71,885,814,0,17,70,0,2023-12-08,1.0,4,1,2023,0,0,0
2023-01-28,F001,M005,Antibiotic,surge,43,814,771,0,25,62,0,2023-08-27,1.0,5,1,2023,0,0,0
2023-01-29,F001,M005,Antibiotic,surge,16,771,755,0,16,73,0,2023-09-26,1.0,6,1,2023,0,0,0
2023-01-30,F001,M005,Antibiotic,stable,31,755,724,0,19,60,0,2023-10-24,1.0,0,1,2023,0,0,0
2023-01-31,F001,M005,Antibiotic,stable,37,724,687,0,16,77,0,2023-03-22,1.0,1,1,2023,0,0,0
2023-02-01,F001,M005,Antibiotic,stable,33,687,654,0,22,76,0,2023-10-20,1.0,2,2,2023,0,0,0
2023-02-02,F001,M005,Antibiotic,stable,43,654,611,0,13,67,0,2024-04-10,1.0,3,2,2023,0,0,0
2023-02-03,F001,M005,Antibiotic,stable,52,611,559,0,14,71,0,2023-10-16,1.0,4,2,2023,0,0,0
2023-02-04,F001,M005,Antibiotic,stable,12,559,547,0,12,80,0,2024-01-21,1.0,5,2,2023,0,0,0
2023-02-05,F001,M005,Antibiotic,stable,12,547,535,0,16,81,0,2024-02-07,1.0,6,2,2023,0,0,0
2023-02-06,F001,M005,Antibiotic,stable,42,535,493,0,18,75,0,2024-01-06,1.0,0,2,2023,0,0,0
2023-02-07,F001,M005,Antibiotic,stable,42,493,451,0,23,88,0,2023-06-02,1.0,1,2,2023,0,0,0
2023-02-08,F001,M005,Antibiotic,stable,50,451,401,0,20,64,0,2023-09-08,1.0,2,2,2023,0,0,0
2023-02-09,F001,M005,Antibiotic,disruption,32,401,369,0,49,68,0,2025-01-05,1.0,3,2,2023,0,0,0
2023-02-10,F001,M005,Antibiotic,disruption,34,369,335,0,36,81,0,2024-11-28,1.0,4,2,2023,0,0,0
2023-02-11,F001,M005,Antibiotic,disruption,18,335,317,0,79,70,0,2024-09-08,1.0,5,2,2023,0,0,0
2023-02-12,F001,M005,Antibiotic,disruption,15,317,302,0,89,71,0,2023-03-30,1.0,6,2,2023,0,0,0
2023-02-13,F001,M005,Antibiotic,disruption,38,302,1839,1575,79,72,0,2024-11-14,1.0,0,2,2023,0,0,0
2023-02-14,F001,M005,Antibiotic,disruption,33,1839,1806,0,76,73,1,2023-08-10,1.0,1,2,2023,0,0,0
2023-02-15,F001,M005,Antibiotic,disruption,24,1806,1782,0,67,74,0,2023-03-26,1.0,2,2,2023,0,0,0
2023-02-16,F001,M005,Antibiotic,disruption,41,1782,1741,0,50,82,0,2024-10-20,1.0,3,2,2023,0,0,0
2023-02-17,F001,M005,Antibiotic,disruption,31,1741,1710,0,61,77,0,2023-07-18,1.0,4,2,2023,0,0,0
2023-02-18,F001,M005,Antibiotic,disruption,15,1710,1695,0,48,70,1,2023-11-23,1.0,5,2,2023,0,0,0
2023-02-19,F001,M005,Antibiotic,surge,22,1695,1673,0,15,66,0,2023-12-19,1.0,6,2,2023,0,0,0
2023-02-20,F001,M005,Antibiotic,surge,58,1673,1615,0,29,72,0,2023-09-15,1.0,0,2,2023,0,0,0
2023-02-21,F001,M005,Antibiotic,surge,52,1615,1563,0,22,75,0,2025-01-28,1.0,1,2,2023,0,0,0
2023-02-22,F001,M005,Antibiotic,surge,64,1563,1499,0,21,69,0,2024-11-11,1.0,2,2,2023,0,0,0
2023-02-23,F001,M005,Antibiotic,surge,64,1499,1435,0,19,67,0,2024-03-11,1.0,3,2,2023,0,0,0
2023-02-24,F001,M005,Antibiotic,surge,58,1435,1377,0,19,73,0,2025-02-20,1.0,4,2,2023,0,0,0
2023-02-25,F001,M005,Antibiotic,surge,27,1377,1350,0,25,67,0,2024-07-09,1.0,5,2,2023,0,0,0
2023-02-26,F001,M005,Antibiotic,stable,11,1350,1339,0,14,81,0,2024-09-15,1.0,6,2,2023,0,0,0
2023-02-27,F001,M005,Antibiotic,stable,42,1339,1297,0,9,79,0,2023-04-07,1.0,0,2,2023,0,0,0
2023-02-28,F001,M005,Antibiotic,stable,45,1297,1252,0,26,65,0,2024-07-25,1.0,1,2,2023,0,0,0
2023-03-01,F001,M005,Antibiotic,stable,33,1252,1219,0,8,81,0,2024-06-15,1.15,2,3,2023,0,0,0
2023-03-02,F001,M005,Antibiotic,stable,43,1219,1176,0,14,71,0,2024-10-01,1.15,3,3,2023,0,0,0
2023-03-03,F001,M005,Antibiotic,stable,52,1176,1124,0,22,85,0,2024-12-26,1.15,4,3,2023,0,0,0
2023-03-04,F001,M005,Antibiotic,stable,11,1124,1113,0,16,74,0,2024-04-13,1.15,5,3,2023,0,0,0
2023-03-05,F001,M005,Antibiotic,stable,13,1113,1100,0,14,71,0,2024-06-30,1.15,6,3,2023,0,0,0
2023-03-06,F001,M005,Antibiotic,stable,48,1100,1052,0,8,84,0,2024-07-24,1.15,0,3,2023,0,0,0
2023-03-07,F001,M005,Antibiotic,stable,38,1052,1014,0,22,73,0,2024-09-15,1.15,1,3,2023,0,0,0
2023-03-08,F001,M005,Antibiotic,stable,42,1014,972,0,18,73,0,2023-12-07,1.15,2,3,2023,0,0,0
